web-scraper-order,web-scraper-start-url,Type_Habits,Prix,Adresse,Image_Lien-src
"1752870208-196","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-197","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-198","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-199","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-200","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirts homme","10 000CFA","Dakar, Sénégal",""
"1752870208-201","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensembles costume africain","20 000CFA","Saint Louis, Sénégal",""
"1752870208-202","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Blouson homme","13 000CFA","Dakar, Sénégal",""
"1752870208-203","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt Turk","4 000CFA","Rufisque, Sénégal",""
"1752870208-204","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacostes","10 000CFA","Dakar, Sénégal",""
"1752870208-205","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacostes","10 000CFA","Dakar, Sénégal",""
"1752870208-206","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacostes","10 000CFA","Dakar, Sénégal",""
"1752870208-207","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870208-208","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacostes","10 000CFA","Dakar, Sénégal",""
"1752870208-209","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870208-210","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Dakar, Sénégal",""
"1752870208-211","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Tee-shirts","5 000CFA","Dakar, Sénégal",""
"1752870208-212","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar, Sénégal",""
"1752870208-213","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon et t-shirt","12 000CFA","Guediawaye, Dakar, Sénégal",""
"1752870208-214","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble blouson","25 000CFA","Dakar, Sénégal",""
"1752870208-215","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","25 000CFA","Dakar, Sénégal",""
"1752870208-216","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870208-217","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + culotte","12 000CFA","Rufisque, Sénégal",""
"1752870208-218","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","13 500CFA","Rufisque, Sénégal",""
"1752870208-219","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Tee-shirt unique","3 000CFA","Dakar, Sénégal",""
"1752870208-220","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752870208-221","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752870208-222","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752870208-223","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-224","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-225","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-226","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-227","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-228","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-229","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-230","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble pantalons et chemises","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-231","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-232","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-233","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-234","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-235","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble pantalons et chemises","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-236","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-237","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-238","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-239","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-240","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-241","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-242","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-243","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble Homme","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-244","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-245","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble pantalons et t-shirt","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-246","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-247","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-248","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-249","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-250","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-251","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870208-252","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-253","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Lacoste de qualité","10 000CFA","Dakar, Sénégal",""
"1752870237-254","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-255","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-256","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalon kaki","Prix sur demande","HLM, Dakar, Sénégal",""
"1752870237-257","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt Lacoste","Prix sur demande","HLM, Dakar, Sénégal",""
"1752870237-258","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-259","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-260","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-261","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-262","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752870237-263","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752870237-264","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-265","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-266","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-267","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-268","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Débardeur homme","6 500CFA","Dakar, Sénégal",""
"1752870237-269","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Débardeur basket","6 500CFA","Dakar, Sénégal",""
"1752870237-270","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Vêtements  homme","6 000CFA","Geule Tapée, Dakar, Sénégal",""
"1752870237-271","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Vêtements  homme","6 000CFA","Geule Tapée, Dakar, Sénégal",""
"1752870237-272","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pack 4 polos","9 900CFA","Biscuiterie, Dakar, Sénégal",""
"1752870237-273","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870237-274","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870237-275","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870237-276","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870237-277","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalons coton","6 000CFA","Guediawaye, Dakar, Sénégal",""
"1752870237-278","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Tee-shirt","9 000CFA","Dakar, Sénégal",""
"1752870237-279","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752870237-280","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-Shirt","26 000CFA","Yoff, Dakar, Sénégal",""
"1752870237-281","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-282","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-283","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-284","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-285","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-286","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-287","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-288","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-289","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-290","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-291","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-292","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-293","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-294","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-295","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870237-296","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble vêtements homme","15 000CFA","Dakar, Sénégal",""
"1752870237-297","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalon kaki","10 000CFA","Dakar, Sénégal",""
"1752870237-298","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Bombers","13 500CFA","Dakar, Sénégal",""
"1752870237-299","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt coton","Prix sur demande","Geule Tapée, Dakar, Sénégal",""
"1752870237-300","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble Polo - Pantalon","15 000CFA","Dakar, Sénégal",""
"1752870237-301","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble Polo - Pantalon","15 000CFA","Dakar, Sénégal",""
"1752870237-302","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","15 000CFA","Dakar, Sénégal",""
"1752870237-303","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble jogging","12 000CFA","Dakar, Sénégal",""
"1752870237-304","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble t-shirt chaussures","17 000CFA","Dakar, Sénégal",""
"1752870237-305","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble t-shirt - chaussures","17 000CFA","Dakar, Sénégal",""
"1752870237-306","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Blouson","25 000CFA","Dakar, Sénégal",""
"1752870237-307","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Blouson","25 000CFA","Dakar, Sénégal",""
"1752870237-308","https://sn.coinafrique.com/categorie/vetements-homme?page=116","T-shirt homme","6 000CFA","Dakar, Sénégal",""
"1752870237-309","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Ensemble homme","20 000CFA","Dakar, Sénégal",""
"1752870237-310","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Polo Lacoste","10 000CFA","Dakar, Sénégal",""
"1752870237-311","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Pantalon Kaki","10 000CFA","Dakar, Sénégal",""
"1752870237-312","https://sn.coinafrique.com/categorie/vetements-homme?page=116","Chemises Giant","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
